,"0_CDRJ","L019","L058","L659","L380","L571",5249,"L610","L100",1251,"L464","L135","L722",5348,5025,"L057","L701","L445","L096","L188","L613","L597","L022","L650","L012","L724",1197,"L011","L553","L502",5434,"L628","L007",9140,9112,1128,"L419","L278","L258","L537",1463,"L145","L124","L865","L519","L501","L776","L554","L596",1397,"L979",5094,"L544","L684","L913","L710",5234,"L587","L772","L607","L657","L788","L866","L990",9132,9336,9128,9109,9145,9339,"L424","L897","L532",1481,"L573","L656","L782","L308","L081","L938","L749","L515",5164,"L545","L592","L617","L971",9157,9105,"L879"
5434,2.56222222222222,2.24777777777778,3.68444444444444,3.03333333333333,2.39027777777778,2.73083333333333,3.1175,0.615555555555556,2.39361111111111,3.03194444444444,2.67694444444444,0.468611111111111,3.92833333333333,3.21138888888889,2.205,2.09083333333333,2.39166666666667,2.175,2.89444444444444,2.28861111111111,2.20194444444444,2.61055555555556,2.21,2.20083333333333,2.39333333333333,2.44444444444444,2.39166666666667,2.19861111111111,2.31916666666667,2.61055555555556,0,4.335,1.17361111111111,2.41916666666667,1.94694444444444,2.22638888888889,2.20194444444444,2.27305555555556,2.42111111111111,2.7325,1.93972222222222,3.04916666666667,2.28388888888889,2.8325,3.10611111111111,3.05111111111111,1.93277777777778,2.22083333333333,2.29694444444444,2.19777777777778,2.15166666666667,3.18305555555556,3.0225,1.85361111111111,2.605,2.38222222222222,0.241944444444444,2.97861111111111,2.58666666666667,1.81138888888889,2.04666666666667,2.1375,2.56388888888889,0.337777777777778,2.49916666666667,2.18472222222222,2.16333333333333,2.18166666666667,2.22027777777778,1.87111111111111,3.77972222222222,4.11277777777778,3.09694444444444,2.10527777777778,0.695833333333333,2.075,2.83527777777778,2.22694444444444,2.23138888888889,2.17305555555556,2.2425,2.21194444444444,2.34777777777778,2.14333333333333,2.22444444444444,2.93027777777778,1.78166666666667,2.49666666666667,2.50944444444444,4.2
"L628",1.93305555555556,2.54444444444444,1.89333333333333,5.86166666666667,2.10611111111111,2.25777777777778,2.94583333333333,4.69805555555556,2.55194444444444,1.84638888888889,3.12833333333333,4.64583333333333,6.75666666666667,6.04,2.53305555555556,2.41888888888889,2.25277777777778,2.50305555555556,1.94194444444444,2.61666666666667,2.53,2.22611111111111,2.53805555555556,2.52888888888889,2.10416666666667,2.19416666666667,2.25277777777778,2.52666666666667,2.64722222222222,2.22611111111111,4.35722222222222,0,4.4825,2.32333333333333,2.60027777777778,2.55444444444444,2.53,2.11638888888889,2.22277777777778,3.18388888888889,2.62333333333333,5.8775,2.61194444444444,1.93027777777778,5.93472222222222,5.87972222222222,2.61638888888889,2.54888888888889,2.625,2.52583333333333,2.46333333333333,3.035,2.87444444444444,2.78916666666667,2.30194444444444,2.4525,4.515,2.91638888888889,2.04638888888889,2.81611111111111,3.03527777777778,2.40333333333333,1.93277777777778,4.14222222222222,2.18138888888889,2.32277777777778,2.49138888888889,2.50972222222222,2.54833333333333,2.77861111111111,6.60805555555556,2.32666666666667,5.92527777777778,2.43333333333333,4.44916666666667,2.75888888888889,2.36694444444444,2.555,2.68277777777778,2.50111111111111,2.57055555555556,2.54,2.67583333333333,3.00944444444444,2.5525,2.78222222222222,3.16416666666667,2.29972222222222,2.47444444444444,2.41388888888889
"L007",2.76888888888889,2.45416666666667,3.89083333333333,2.06888888888889,2.59694444444444,2.9375,3.32416666666667,1.08472222222222,2.6,3.23861111111111,2.88361111111111,1.54527777777778,2.96388888888889,2.24694444444444,2.41138888888889,2.29722222222222,2.59805555555556,2.38166666666667,3.10111111111111,2.495,2.40861111111111,2.81694444444444,2.41638888888889,2.4075,2.6,2.65111111111111,2.59805555555556,2.40527777777778,2.52583333333333,2.81694444444444,1.25694444444444,4.54166666666667,0,2.62583333333333,2.15361111111111,2.43277777777778,2.40861111111111,2.47944444444444,2.6275,2.93916666666667,2.14611111111111,2.08472222222222,2.49055555555556,3.03888888888889,2.14194444444444,2.08694444444444,2.13916666666667,2.42722222222222,2.50361111111111,2.40444444444444,2.35833333333333,3.38944444444444,3.22916666666667,2.06027777777778,2.81138888888889,2.58861111111111,1.35611111111111,3.185,2.79333333333333,2.01805555555556,2.25305555555556,2.34388888888889,2.77027777777778,1.04194444444444,2.70583333333333,2.39138888888889,2.37,2.38805555555556,2.42694444444444,2.07777777777778,2.81527777777778,4.31944444444444,2.1325,2.31166666666667,0.521944444444444,2.28166666666667,3.04194444444444,2.43361111111111,2.43805555555556,2.37944444444444,2.44888888888889,2.41833333333333,2.55444444444444,2.35,2.43083333333333,3.13694444444444,1.98833333333333,2.70333333333333,2.71583333333333,4.40666666666667
9140,0.878055555555556,1.09777777777778,2,3.9425,0.701666666666667,0.464166666666667,1.48861111111111,2.77888888888889,0.336388888888889,0.956111111111111,1.68194444444444,2.72666666666667,4.8375,4.12083333333333,0.613888888888889,0.499722222222222,0.469722222222222,0.584166666666667,0.911388888888889,0.483055555555556,0.611111111111111,0.716388888888889,0.618888888888889,0.609722222222222,0.704722222222222,0.794444444444444,0.469722222222222,0.6075,0.528333333333333,0.716388888888889,2.43805555555556,2.35194444444444,2.56361111111111,0,0.681111111111111,0.635277777777778,0.611111111111111,0.610277777777778,0.498888888888889,1.7375,0.704166666666667,3.95861111111111,0.624166666666667,0.849444444444444,4.01555555555556,3.96055555555556,0.697222222222222,0.6025,0.491666666666667,0.606666666666667,0.544722222222222,1.57777777777778,1.41722222222222,0.87,0.338333333333333,0.241944444444444,2.59583333333333,1.45916666666667,0.533888888888889,0.897222222222222,1.11611111111111,0.463333333333333,0.580833333333333,2.22333333333333,0.228888888888889,0.405277777777778,0.572222222222222,0.590555555555556,0.629444444444444,0.859444444444444,4.68888888888889,2.42861111111111,4.00611111111111,0.514166666666667,2.53,0.839722222222222,0.565277777777778,0.636111111111111,1.23638888888889,0.581944444444444,0.522222222222222,0.594722222222222,0.47,1.09027777777778,0.623055555555556,1.325,1.585,0.366666666666667,0.245833333333333,2.51583333333333
9112,0.885555555555555,1.09194444444444,2.00777777777778,3.43527777777778,0.713888888888889,1.05416666666667,1.48277777777778,2.27166666666667,0.716944444444444,1.35527777777778,1.56555555555556,2.21944444444444,4.33027777777778,3.61361111111111,0.528333333333333,0.414166666666667,0.715,0.498333333333333,1.21777777777778,0.611944444444444,0.525277777777778,0.933888888888889,0.533333333333333,0.524166666666667,0.716666666666667,0.767777777777778,0.715,0.521944444444444,0.6425,0.933888888888889,1.93083333333333,2.65833333333333,2.05638888888889,0.7425,0,0.549722222222222,0.525277777777778,0.596388888888889,0.744444444444444,1.62111111111111,0.240833333333333,3.45138888888889,0.607222222222222,1.15583333333333,3.50833333333333,3.45333333333333,0.233888888888889,0.544166666666667,0.620277777777778,0.521111111111111,0.475,1.57194444444444,1.41138888888889,0.423888888888889,0.928333333333333,0.705555555555556,2.08861111111111,1.45333333333333,0.91,0.44,0.435,0.460833333333333,0.887222222222222,1.71611111111111,0.8225,0.508055555555556,0.486666666666667,0.505,0.543888888888889,0.178333333333333,4.18166666666667,2.43611111111111,3.49888888888889,0.428611111111111,2.02277777777778,0.296666666666667,1.15888888888889,0.550277777777778,1.12,0.496388888888889,0.565833333333333,0.535277777777778,0.671111111111111,0.434166666666667,0.547777777777778,1.31916666666667,1.07777777777778,0.82,0.832777777777778,2.52333333333333
1128,0.855,1.06111111111111,1.97694444444444,3.79805555555556,0.683055555555556,0.9525,1.45194444444444,2.63444444444444,0.421666666666667,1.29916666666667,1.645,2.58194444444444,4.69305555555556,3.97611111111111,0.321111111111111,0.238055555555555,0.684166666666667,0.246944444444444,1.16166666666667,0.316666666666667,0.241944444444444,0.877777777777778,0.331111111111111,0.306944444444444,0.685833333333333,0.736944444444444,0.684166666666667,0.363888888888889,0.341944444444444,0.877777777777778,2.29361111111111,2.60222222222222,2.41888888888889,0.663055555555555,0.536666666666667,0,0.241944444444444,0.565555555555556,0.713611111111111,1.70055555555556,0.559722222222222,3.81388888888889,0.443888888888889,1.09972222222222,3.87111111111111,3.81611111111111,0.552777777777778,0.380833333333333,0.302777777777778,0.363055555555556,0.311944444444444,1.54111111111111,1.38055555555556,0.725555555555555,0.812222222222222,0.674722222222222,2.45111111111111,1.4225,0.854166666666667,0.7525,0.971666666666667,0.3275,0.831111111111111,2.07861111111111,0.791944444444444,0.477222222222222,0.238611111111111,0.302777777777778,0.261111111111111,0.715,4.54444444444444,2.40527777777778,3.86166666666667,0.267222222222222,2.38527777777778,0.695277777777778,1.09055555555556,0.333055555555555,1.19972222222222,0.244722222222222,0.248333333333333,0.169722222222222,0.375833333333333,0.945833333333333,0.384444444444444,1.28833333333333,1.44055555555556,0.789444444444444,0.5375,2.4925
"L419",0.791388888888889,1.00194444444444,1.91361111111111,3.74444444444444,0.615,0.944444444444444,1.39277777777778,2.58083333333333,0.546666666666667,1.24805555555556,1.58583333333333,2.52861111111111,4.63944444444444,3.9225,0.136111111111111,0.225555555555555,0.605277777777778,0.042222222222222,1.11055555555556,0.441666666666667,0,0.826666666666667,0.136111111111111,0.140555555555555,0.618055555555556,0.677777777777778,0.605277777777778,0.351111111111111,0.418611111111111,0.826666666666667,2.24,2.55111111111111,2.36527777777778,0.633055555555556,0.483055555555556,0.2025,0,0.506388888888889,0.634722222222222,1.64138888888889,0.506111111111111,3.76027777777778,0.427777777777778,1.04861111111111,3.8175,3.7625,0.499166666666667,0.364444444444444,0.427777777777778,0.350277777777778,0.295555555555555,1.48194444444444,1.32138888888889,0.671944444444444,0.818611111111111,0.595833333333333,2.39777777777778,1.36333333333333,0.802777777777778,0.698888888888889,0.918055555555556,0.310833333333333,0.78,2.025,0.713055555555556,0.398333333333333,0.320833333333333,0.107777777777778,0.113055555555555,0.661388888888889,4.49083333333333,2.34194444444444,3.80805555555556,0.251111111111111,2.33194444444444,0.641666666666667,1.04916666666667,0.166666666666667,1.14027777777778,0.077777777777778,0.373333333333333,0.247777777777778,0.500833333333333,0.892222222222222,0.368055555555556,1.22916666666667,1.38694444444444,0.710555555555556,0.6625,2.42916666666667
"L278",0.325277777777778,0.768611111111111,1.44722222222222,3.86666666666667,0.153333333333333,0.793333333333333,1.15944444444444,2.70305555555556,0.686111111111111,0.9075,1.3525,2.65055555555556,4.76166666666667,4.04472222222222,0.533611111111111,0.419444444444444,0.361944444444444,0.506666666666667,0.77,0.581111111111111,0.533611111111111,0.429166666666667,0.538611111111111,0.529722222222222,0.156388888888889,0.2025,0.361944444444444,0.524166666666667,0.611944444444444,0.429166666666667,2.36194444444444,2.14583333333333,2.4875,0.635833333333333,0.605277777777778,0.557777777777778,0.533611111111111,0,0.344444444444444,1.40805555555556,0.628055555555556,3.8825,0.609444444444444,0.708055555555555,3.93944444444444,3.88444444444444,0.621111111111111,0.546111111111111,0.589444444444444,0.523333333333333,0.477222222222222,1.24833333333333,1.08805555555556,0.793888888888889,0.665,0.598611111111111,2.51972222222222,1.13,0.462222222222222,0.821111111111111,1.04,0.373055555555555,0.439444444444444,2.14722222222222,0.544444444444444,0.320555555555555,0.488888888888889,0.510277777777778,0.549166666666667,0.783333333333333,4.61277777777778,1.87583333333333,3.93027777777778,0.430833333333333,2.45388888888889,0.763611111111111,0.880555555555556,0.555833333333333,0.906944444444444,0.504444444444444,0.535,0.504444444444444,0.640277777777778,1.01416666666667,0.55,0.995833333333333,1.38833333333333,0.5675,0.778055555555556,1.96305555555556
"L258",0.648888888888889,0.956111111111111,1.77111111111111,3.94111111111111,0.486388888888889,0.786666666666667,1.34694444444444,2.7775,0.694722222222222,0.943055555555556,1.54,2.72527777777778,4.83611111111111,4.11916666666667,0.612222222222222,0.498055555555555,0.1025,0.5825,0.805555555555556,0.67,0.609444444444444,0.521666666666667,0.6175,0.608333333333333,0.489166666666667,0.480277777777778,0.1025,0.586666666666667,0.700833333333333,0.521666666666667,2.43666666666667,2.24611111111111,2.56194444444444,0.475277777777778,0.679722222222222,0.633888888888889,0.609444444444444,0.368888888888889,0,1.59555555555556,0.702777777777778,3.95694444444444,0.581388888888889,0.743611111111111,4.01416666666667,3.95916666666667,0.695833333333333,0.559722222222222,0.678611111111111,0.623888888888889,0.495277777777778,1.43611111111111,1.27555555555556,0.868611111111111,0.660833333333333,0.438055555555555,2.59416666666667,1.3175,0.4775,0.895555555555555,1.11472222222222,0.461944444444444,0.475,2.22166666666667,0.555277777777778,0.403888888888889,0.570833333333333,0.589166666666667,0.627777777777778,0.858055555555556,4.6875,2.19944444444444,4.00472222222222,0.535833333333333,2.52833333333333,0.838333333333333,0.891388888888889,0.634444444444444,1.09472222222222,0.580277777777778,0.623888888888889,0.593333333333333,0.729444444444444,1.08888888888889,0.580277777777778,1.18333333333333,1.57611111111111,0.333888888888889,0.617222222222222,2.28666666666667
"L537",1.68166666666667,1.04555555555556,2.55888888888889,4.32333333333333,1.51,2.04694444444444,1.5475,3.15972222222222,1.82833333333333,2.16138888888889,0.113611111111111,3.10722222222222,5.07555555555556,4.50138888888889,1.67583333333333,1.56166666666667,1.61583333333333,1.64888888888889,2.02388888888889,1.72333333333333,1.67583333333333,1.73972222222222,1.68111111111111,1.67194444444444,1.51277777777778,1.56388888888889,1.61583333333333,1.66638888888889,1.75416666666667,1.73972222222222,2.81888888888889,3.20222222222222,2.94416666666667,1.77805555555556,1.72472222222222,1.7,1.67583333333333,1.3925,1.59833333333333,0,1.71722222222222,4.33916666666667,1.75166666666667,1.96166666666667,4.39638888888889,4.34111111111111,1.71027777777778,1.68861111111111,1.73194444444444,1.66555555555556,1.61944444444444,0.918611111111111,1.54805555555556,1.63138888888889,1.91861111111111,1.74083333333333,2.97638888888889,1.61,1.71611111111111,1.58916666666667,1.81222222222222,1.51527777777778,1.69305555555556,2.60388888888889,1.79833333333333,1.49527777777778,1.63111111111111,1.65277777777778,1.69138888888889,1.63694444444444,5.06972222222222,2.98722222222222,4.38694444444444,1.57305555555556,2.91055555555556,1.85277777777778,2.13444444444444,1.69805555555556,0.653333333333333,1.64666666666667,1.67722222222222,1.64666666666667,1.78277777777778,1.90888888888889,1.69222222222222,1.5525,1.17388888888889,1.82138888888889,1.92027777777778,3.07444444444444
1463,0.876388888888889,1.08277777777778,1.99833333333333,3.485,0.704444444444444,1.045,1.47361111111111,2.32138888888889,0.7075,1.34611111111111,1.62277777777778,2.26888888888889,4.38,3.66305555555556,0.518888888888889,0.404722222222222,0.705833333333333,0.489166666666667,1.20861111111111,0.6025,0.516111111111111,0.924444444444444,0.523888888888889,0.515,0.7075,0.758611111111111,0.705833333333333,0.512777777777778,0.633333333333333,0.924444444444444,1.98055555555556,2.64916666666667,2.10583333333333,0.733333333333333,0.235555555555555,0.540277777777778,0.516111111111111,0.587222222222222,0.735,1.67833333333333,0,3.50083333333333,0.598055555555556,1.14666666666667,3.55805555555556,3.50277777777778,0.083333333333333,0.534722222222222,0.611111111111111,0.511944444444444,0.465833333333333,1.5625,1.40222222222222,0.4125,0.918888888888889,0.696111111111111,2.13805555555556,1.44416666666667,0.900833333333333,0.439444444444444,0.611111111111111,0.451666666666667,0.878055555555556,1.76555555555556,0.813333333333333,0.498888888888889,0.4775,0.495555555555556,0.534444444444445,0.336944444444444,4.23138888888889,2.42694444444444,3.54861111111111,0.419444444444444,2.07222222222222,0.135,1.14944444444444,0.541111111111111,1.17722222222222,0.486944444444444,0.556388888888889,0.525833333333333,0.661944444444444,0.375,0.538611111111111,1.31,1.1275,0.810833333333333,0.823333333333333,2.51416666666667
"L145",4.14,3.82555555555556,5.26222222222222,0.090277777777778,3.96805555555555,4.30861111111111,4.69527777777778,2.94666666666667,3.97138888888889,4.60972222222222,4.25472222222222,3.40722222222222,0.939722222222222,0.202777777777778,3.7825,3.66833333333333,3.96944444444444,3.75277777777778,4.47222222222222,3.86638888888889,3.77972222222222,4.18833333333333,3.78777777777778,3.77861111111111,3.97111111111111,4.02222222222222,3.96944444444444,3.77638888888889,3.89694444444444,4.18833333333333,3.11861111111111,5.91277777777778,2.0775,3.99694444444444,3.52472222222222,3.80416666666667,3.77972222222222,3.85083333333333,3.99888888888889,4.31027777777778,3.51722222222222,0,3.86166666666667,4.41027777777778,0.096111111111111,0.161944444444444,3.51055555555556,3.79861111111111,3.87472222222222,3.77555555555556,3.72944444444444,4.76083333333333,4.60027777777778,3.43138888888889,4.18277777777778,3.96,3.21805555555556,4.55638888888889,4.16444444444444,3.38916666666667,3.62444444444445,3.71527777777778,4.14166666666667,2.90388888888889,4.07694444444444,3.7625,3.74111111111111,3.75944444444444,3.79805555555556,3.44888888888889,0.825833333333333,5.69055555555556,0.086666666666667,3.68305555555556,2.38361111111111,3.65277777777778,4.41305555555556,3.80472222222222,3.80916666666667,3.75055555555556,3.82027777777778,3.78972222222222,3.92555555555556,3.72111111111111,3.80222222222222,4.50805555555556,3.35944444444444,4.07444444444444,4.08722222222222,5.77777777777778
"L124",0.86,1.07027777777778,1.98194444444444,3.81527777777778,0.683611111111111,0.998888888888889,1.46138888888889,2.65166666666667,0.518055555555556,1.31638888888889,1.65444444444444,2.59916666666667,4.71027777777778,3.99333333333333,0.383055555555555,0.246666666666667,0.618888888888889,0.4175,1.17888888888889,0.413055555555555,0.39,0.895,0.388055555555555,0.37,0.686388888888889,0.746388888888889,0.618888888888889,0.116666666666667,0.443888888888889,0.895,2.31083333333333,2.61944444444444,2.43611111111111,0.6875,0.553888888888889,0.387222222222222,0.39,0.574722222222222,0.648333333333333,1.71,0.576666666666667,3.83111111111111,0,1.11694444444444,3.88833333333333,3.83333333333333,0.57,0.120555555555555,0.421666666666667,0.120833333333333,0.215,1.55027777777778,1.39,0.742777777777778,0.873055555555556,0.551944444444444,2.46833333333333,1.43194444444444,0.871111111111111,0.769722222222222,0.988888888888889,0.309444444444444,0.848333333333333,2.09583333333333,0.7675,0.492777777777778,0.208055555555555,0.359722222222222,0.355555555555555,0.732222222222222,4.56166666666667,2.41027777777778,3.87888888888889,0.235,2.4025,0.712222222222222,1.10361111111111,0.396111111111111,1.20888888888889,0.411944444444444,0.366944444444444,0.336388888888889,0.4725,0.962777777777778,0.094722222222222,1.29777777777778,1.45777777777778,0.742777777777778,0.615277777777778,2.4975
"L865",1.01222222222222,1.3175,1.80111111111111,4.38722222222222,0.835833333333333,0.736111111111111,1.70833333333333,3.22361111111111,1.0775,0.394722222222222,1.90138888888889,3.17138888888889,5.28222222222222,4.56555555555556,1.05861111111111,0.944444444444444,0.778333333333333,1.02888888888889,0.165,1.14222222222222,1.05583333333333,0.751666666666667,1.06361111111111,1.05444444444444,0.838888888888889,0.865555555555556,0.778333333333333,1.05222222222222,1.17305555555556,0.751666666666667,2.88277777777778,1.95611111111111,3.00833333333333,0.848888888888889,1.12583333333333,1.08,1.05583333333333,0.7375,0.748333333333333,1.95694444444444,1.14888888888889,4.40333333333333,1.1375,0,4.46027777777778,4.40527777777778,1.14194444444444,1.07444444444444,1.15055555555556,1.05166666666667,0.988888888888889,1.7975,1.63694444444444,1.31472222222222,0.778611111111111,0.978055555555556,3.04055555555556,1.67888888888889,0.575555555555556,1.34194444444444,1.56083333333333,0.928888888888889,0.434722222222222,2.66805555555556,0.707222222222222,0.848333333333333,1.01694444444444,1.03527777777778,1.07416666666667,1.30416666666667,5.13361111111111,2.22944444444444,4.45083333333333,0.958888888888889,2.97472222222222,1.28444444444444,0.845277777777778,1.08083333333333,1.45583333333333,1.02666666666667,1.09611111111111,1.06555555555556,1.20138888888889,1.535,1.07805555555556,1.54472222222222,1.9375,0.825277777777778,1,2.31666666666667
"L519",4.13888888888889,3.82444444444444,5.26111111111111,0.098055555555556,3.96722222222222,4.3075,4.69416666666667,2.94555555555556,3.97027777777778,4.60861111111111,4.25361111111111,3.40611111111111,0.992777777777778,0.174722222222222,3.78166666666667,3.6675,3.96833333333333,3.75166666666667,4.47111111111111,3.86527777777778,3.77861111111111,4.18722222222222,3.78666666666667,3.7775,3.97,4.02111111111111,3.96833333333333,3.77527777777778,3.89583333333333,4.18722222222222,3.1175,5.91166666666667,2.07638888888889,3.99583333333333,3.52361111111111,3.80305555555556,3.77861111111111,3.84972222222222,3.99777777777778,4.30916666666667,3.51638888888889,0.080555555555556,3.86055555555556,4.40916666666667,0,0.210555555555555,3.50944444444444,3.7975,3.87361111111111,3.77444444444444,3.72833333333333,4.75972222222222,4.59916666666667,3.43027777777778,4.18166666666667,3.95888888888889,3.21694444444444,4.55527777777778,4.16333333333333,3.38805555555556,3.62333333333333,3.71416666666667,4.14055555555556,2.90277777777778,4.07583333333333,3.76138888888889,3.74,3.75833333333333,3.79694444444444,3.44777777777778,0.768888888888889,5.68944444444445,0.058888888888889,3.68194444444444,2.38277777777778,3.65166666666667,4.41194444444444,3.80361111111111,3.80805555555556,3.74972222222222,3.81916666666667,3.78861111111111,3.92444444444444,3.72,3.80111111111111,4.50694444444444,3.35833333333333,4.07333333333333,4.08611111111111,5.77666666666667
"L501",4.0825,3.76777777777778,5.20444444444444,0.153055555555556,3.91055555555556,4.25083333333333,4.6375,2.88888888888889,3.91361111111111,4.55194444444444,4.19694444444444,3.34944444444444,0.977777777777778,0.3025,3.725,3.61083333333333,3.91166666666667,3.695,4.41444444444444,3.80861111111111,3.72194444444444,4.13055555555556,3.73,3.72083333333333,3.91333333333333,3.96444444444444,3.91166666666667,3.71861111111111,3.83916666666667,4.13055555555556,3.06111111111111,5.855,2.02,3.93944444444444,3.46722222222222,3.74638888888889,3.72194444444444,3.79305555555556,3.94111111111111,4.2525,3.45972222222222,0.168888888888889,3.80388888888889,4.3525,0.226111111111111,0,3.45277777777778,3.74083333333333,3.81694444444444,3.71777777777778,3.67194444444444,4.70305555555556,4.5425,3.37361111111111,4.125,3.90222222222222,3.16027777777778,4.49861111111111,4.10694444444444,3.33166666666667,3.56666666666667,3.6575,4.08388888888889,2.84611111111111,4.01944444444445,3.70472222222222,3.68333333333333,3.70166666666667,3.74055555555556,3.39138888888889,0.899444444444444,5.63277777777778,0.216666666666667,3.62527777777778,2.32611111111111,3.59527777777778,4.35555555555556,3.74722222222222,3.75166666666667,3.69305555555556,3.7625,3.73194444444444,3.86777777777778,3.66333333333333,3.74444444444444,4.45027777777778,3.30194444444444,4.01694444444444,4.02944444444444,5.72
"L776",0.879444444444444,1.08583333333333,2.00166666666667,3.48805555555556,0.7075,1.04805555555556,1.47666666666667,2.32444444444444,0.710833333333333,1.34916666666667,1.62583333333333,2.27222222222222,4.38305555555556,3.66638888888889,0.522222222222222,0.408055555555556,0.708888888888889,0.492222222222222,1.21166666666667,0.605833333333333,0.519166666666667,0.927777777777778,0.527222222222222,0.518055555555556,0.710555555555556,0.761666666666667,0.708888888888889,0.515833333333333,0.636388888888889,0.927777777777778,1.98361111111111,2.65222222222222,2.10916666666667,0.736388888888889,0.228888888888889,0.543611111111111,0.519166666666667,0.590277777777778,0.738333333333333,1.68138888888889,0.006944444444444,3.50416666666667,0.601111111111111,1.14972222222222,3.56111111111111,3.50611111111111,0,0.538055555555555,0.614166666666667,0.515,0.468888888888889,1.56583333333333,1.40527777777778,0.415555555555556,0.922222222222222,0.699444444444444,2.14138888888889,1.44722222222222,0.903888888888889,0.4425,0.618611111111111,0.454722222222222,0.881111111111111,1.76888888888889,0.816388888888889,0.501944444444444,0.480555555555555,0.498888888888889,0.5375,0.344166666666667,4.23444444444445,2.43,3.55166666666667,0.4225,2.07555555555556,0.1425,1.1525,0.544166666666667,1.18027777777778,0.49,0.559722222222222,0.529166666666667,0.665,0.3825,0.541666666666667,1.31305555555556,1.13055555555556,0.813888888888889,0.826666666666667,2.51722222222222
"L554",0.760833333333333,0.971111111111111,1.88277777777778,3.71611111111111,0.584444444444444,0.913888888888889,1.36222222222222,2.5525,0.456944444444444,1.21722222222222,1.55527777777778,2.5,4.61111111111111,3.89416666666667,0.286111111111111,0.155,0.558611111111111,0.320555555555555,1.07972222222222,0.351944444444444,0.301388888888889,0.795833333333333,0.291111111111111,0.273055555555555,0.587222222222222,0.647222222222222,0.558611111111111,0.091944444444444,0.382777777777778,0.795833333333333,2.21166666666667,2.52027777777778,2.33694444444444,0.602222222222222,0.454722222222222,0.297222222222222,0.301388888888889,0.475555555555555,0.588055555555556,1.61083333333333,0.477777777777778,3.73194444444444,0.149444444444444,1.01777777777778,3.78916666666667,3.73416666666667,0.470833333333333,0,0.360555555555556,0.134722222222222,0.093888888888889,1.45111111111111,1.29083333333333,0.643611111111111,0.787777777777778,0.506388888888889,2.36916666666667,1.33277777777778,0.772222222222222,0.670555555555556,0.889722222222222,0.188333333333333,0.749166666666667,1.99666666666667,0.682222222222222,0.367777777777778,0.202777777777778,0.262777777777778,0.291666666666667,0.633055555555556,4.4625,2.31111111111111,3.77972222222222,0.139444444444444,2.30333333333333,0.613333333333333,1.01833333333333,0.299166666666667,1.10972222222222,0.315,0.305833333333333,0.275277777777778,0.411388888888889,0.863888888888889,0.089722222222222,1.19861111111111,1.35861111111111,0.696944444444444,0.572777777777778,2.39861111111111
"L596",0.89,1.09611111111111,2.01194444444444,3.87138888888889,0.718055555555556,0.668888888888889,1.48722222222222,2.70777777777778,0.138055555555555,1.14638888888889,1.68027777777778,2.65555555555556,4.76638888888889,4.04972222222222,0.447777777777778,0.311111111111111,0.719166666666667,0.482222222222222,1.19861111111111,0.135,0.462777777777778,0.959444444444444,0.452777777777778,0.443611111111111,0.721111111111111,0.772222222222222,0.719166666666667,0.435833333333333,0.180277777777778,0.959444444444444,2.36694444444444,2.68388888888889,2.4925,0.379444444444444,0.61,0.399722222222222,0.462777777777778,0.600555555555555,0.748611111111111,1.73583333333333,0.633055555555556,3.8875,0.5125,1.18138888888889,3.94444444444444,3.88944444444444,0.626111111111111,0.449166666666667,0,0.435,0.380277777777778,1.57611111111111,1.41555555555556,0.798888888888889,0.528611111111111,0.540277777777778,2.52472222222222,1.45777777777778,0.833333333333333,0.826111111111111,1.045,0.3625,0.912777777777778,2.15222222222222,0.528333333333333,0.5125,0.273611111111111,0.424444444444444,0.4475,0.788333333333333,4.61777777777778,2.44055555555556,3.935,0.345,2.45888888888889,0.768611111111111,0.806944444444444,0.47,1.23472222222222,0.476666666666667,0.0925,0.213333333333333,0.101388888888889,1.01916666666667,0.453055555555556,1.32333333333333,1.51388888888889,0.665,0.253888888888889,2.52777777777778
1397,0.780833333333333,0.991388888888889,1.90277777777778,3.73611111111111,0.604444444444444,0.933888888888889,1.38222222222222,2.5725,0.437222222222222,1.2375,1.57527777777778,2.52027777777778,4.63111111111111,3.91444444444445,0.298333333333333,0.1675,0.607777777777778,0.332777777777778,1.1,0.332222222222222,0.311111111111111,0.815833333333333,0.303333333333333,0.285,0.6075,0.667222222222222,0.607777777777778,0.064166666666667,0.363055555555556,0.815833333333333,2.23166666666667,2.54055555555556,2.35722222222222,0.622222222222222,0.474722222222222,0.308333333333333,0.311111111111111,0.495833333333333,0.637222222222222,1.63083333333333,0.497777777777778,3.75222222222222,0.183333333333333,1.03777777777778,3.80916666666667,3.75416666666667,0.490833333333333,0.120555555555555,0.340833333333333,0,0.166111111111111,1.47111111111111,1.31083333333333,0.663611111111111,0.807777777777778,0.568333333333333,2.38944444444444,1.35277777777778,0.792222222222222,0.690555555555556,0.909722222222222,0.246388888888889,0.769166666666667,2.01694444444444,0.702222222222222,0.387777777777778,0.127222222222222,0.275,0.276666666666667,0.653055555555556,4.4825,2.33138888888889,3.79972222222222,0.150277777777778,2.32361111111111,0.633333333333333,1.03833333333333,0.311388888888889,1.12972222222222,0.326944444444444,0.286388888888889,0.255555555555555,0.391666666666667,0.883888888888889,0.128888888888889,1.21861111111111,1.37861111111111,0.699722222222222,0.553055555555556,2.41861111111111
